,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,pm10,so2
1455,2015-09-10,121.875,1.820.625,809.583.333.333.333,100.584.583.333.333,77.125,1.898.125,22.4,16.3,32.1,789,435697,181.089.151.405.679,NA,8.64,46.32,58.91,NA,NA
1456,2015-09-11,105.625,137.729.166.666.667,757.083.333.333.333,10.064.625,136.25,208.229.166.666.667,25.1,17.5,0.6,153,94347,162.167.318.515.692,NA,3.17,38.79,43.46,NA,NA
1457,2015-09-12,160.833.333.333.333,1.075.625,77.875,1004.9,159.708.333.333.333,228.583.333.333.333,26.3,19.6,0.8,270,188725,143.065.306.663.134,NA,2.33,28.54,31.88,NA,NA
1458,2015-09-13,184.375,250.145.833.333.333,736.666.666.666.667,999.233.333.333.333,197.875,222.354.166.666.667,26.2,18,0,157,102437,153.264.933.568.925,NA,3.5,30.04,35.17,NA,NA
1459,2015-09-14,233.958.333.333.333,215,489.791.666.666.667,100.152.291.666.667,161.958.333.333.333,2.195.625,26,18.5,0,1208,652307,18.518.887.579.008,NA,4.96,28.38,35.5,NA,NA
1460,2015-09-15,159.166.666.666.667,163.458.333.333.333,700.625,9.996.625,161.479.166.666.667,214.666.666.666.667,25.3,16.7,0,1109,595718,186.161.908.822.631,NA,5,31.08,38.46,NA,NA
1461,2015-09-16,246.666.666.666.667,223.916.666.666.667,687.083.333.333.333,99.399.375,208.375,23.55,27.7,20.3,0,1087,602704,180.353.871.884.043,NA,3.75,22.29,27.75,NA,NA
1462,2015-09-17,326.666.666.666.667,219.625,500.416.666.666.667,999.539.583.333.333,2.519.375,225.791.666.666.667,27.6,17.9,0,1015,537964,188.674.335.085.619,NA,03.08,17.62,21.92,NA,NA
1463,2015-09-18,218.125,203.666.666.666.667,554.375,100.989.166.666.667,226.125,198.479.166.666.667,24.6,16.7,0,1073,529245,202.741.641.394.817,NA,3.83,27.92,33.42,NA,NA
1464,2015-09-19,184.166.666.666.667,203.958.333.333.333,663.958.333.333.333,101.275.833.333.333,209.75,200.458.333.333.333,23.5,15.2,0,263,170567,154.191.607.989.822,NA,3.88,25.79,31.33,NA,NA
1465,2015-09-20,194.375,974.791.666.666.667,673.125,10.106.875,235.520.833.333.333,205.229.166.666.667,24.3,17.8,0,180,119860,150.175.204.405.139,NA,02.04,18.21,20.83,NA,NA
1466,2015-09-21,1.2125,180.291.666.666.667,735.208.333.333.333,100.620.208.333.333,202.041.666.666.667,202.916.666.666.667,24.8,16.9,0,2003,848803,235.979.373.305.702,NA,8.17,41.12,53.25,NA,NA
1467,2015-09-22,207.708.333.333.333,123.479.166.666.667,739.166.666.666.667,100.274.375,207.75,198.875,24.1,15.7,0,1612,783676,205.697.252.435.956,NA,7.46,43.58,54.79,NA,NA
1468,2015-09-23,249.583.333.333.333,200.75,624.375,10.041.875,191.458.333.333.333,1.910.625,22.1,16.7,3.2,1489,695047,214.230.116.812.244,NA,3.5,21.45,26.27,NA,NA
1469,2015-09-24,178.541.666.666.667,228.145.833.333.333,627.708.333.333.333,100.792.291.666.667,218.979.166.666.667,182.770.833.333.333,22.3,14.3,1.4,292,184511,158.256.147.329.969,NA,2.46,22.83,25.88,NA,NA
1470,2015-09-25,137.916.666.666.667,163.854.166.666.667,690.208.333.333.333,100.777.708.333.333,2.263.125,192.520.833.333.333,23,14.6,0,1748,782109,223.498.259.194.051,NA,19.58,53.58,83.25,NA,NA
1471,2015-09-26,127.916.666.666.667,177.875,742.291.666.666.667,100.805.416.666.667,148.104.166.666.667,198.041.666.666.667,23.1,16.1,0.2,350,222634,157.208.692.293.181,NA,3.12,34.21,38.5,NA,NA
1472,2015-09-27,106.041.666.666.667,1.664.375,66.25,101.069.166.666.667,123.958.333.333.333,188.354.166.666.667,23.7,16.2,0,210,127797,164.323.106.176.201,NA,3.21,34.67,39.25,NA,NA
1473,2015-09-28,171.666.666.666.667,145.895.833.333.333,62.875,101.231.041.666.667,217.166.666.666.667,194.041.666.666.667,23.8,15.7,0,2160,969067,222.894.805.003.163,NA,3.38,34.08,39.08,NA,NA
1474,2015-09-29,277.708.333.333.333,112.166.666.666.667,678.541.666.666.667,100.934.583.333.333,103.958.333.333.333,1.830.625,20,17.4,0,1609,736517,218.460.673.684.382,NA,4.17,33.38,39.29,NA,NA
1475,2015-09-30,2.9375,798.125,780.833.333.333.333,100.796.041.666.667,341.041.666.666.667,168.208.333.333.333,18.1,15.2,10.4,1540,751322,204.972.035.957.951,NA,6.29,38.25,47.67,NA,NA
1476,2015-10-01,139.791.666.666.667,155.125,611.666.666.666.667,1.011.175,963.958.333.333.333,172.041.666.666.667,20.3,14.1,3.2,1507,753324,200.046.726.242.626,NA,9,41.83,54.96,NA,NA
1477,2015-10-02,146.666.666.666.667,158.604.166.666.667,752.291.666.666.667,100.791.666.666.667,193.833.333.333.333,182.854.166.666.667,23,13.4,2.1,1441,681588,211.418.041.397.442,NA,11.17,44.92,61.71,NA,NA
1478,2015-10-03,159.583.333.333.333,197.604.166.666.667,791.041.666.666.667,100.596.041.666.667,671.458.333.333.333,1.861.875,22.7,15.3,15.9,313,198802,157.443.084.073.601,NA,9,42.62,56.29,NA,NA
1479,2015-10-04,138.125,152.604.166.666.667,700.625,100.861.666.666.667,923.333.333.333.333,186.979.166.666.667,22.1,16.1,0,193,132142,146.055.001.437.847,NA,4.71,34.08,40.92,NA,NA
1480,2015-10-05,156.458.333.333.333,224.708.333.333.333,663.541.666.666.667,100.430.416.666.667,146.770.833.333.333,2.176.875,28.3,18.5,0,2221,998054,222.533.049.313.965,NA,24.12,49.75,85.83,NA,NA
1481,2015-10-06,258.541.666.666.667,231.479.166.666.667,468.541.666.666.667,1000.2,203,228.916.666.666.667,27.9,17.8,0,1780,860860,206.769.974.211.835,NA,20.71,41.38,72.79,NA,NA
1482,2015-10-07,181.458.333.333.333,193.875,681.041.666.666.667,100.672.083.333.333,1.721.875,190.645.833.333.333,23.2,16.5,0,1640,818109,200.462.285.587.862,NA,10.45,33.23,48.91,NA,NA
1483,2015-10-08,140.625,194.583.333.333.333,687.708.333.333.333,100.737.291.666.667,133.291.666.666.667,180.958.333.333.333,21.3,15.6,0,1460,724156,201.614.016.869.293,NA,13.67,34.58,55.04,NA,NA
1484,2015-10-09,1.075,223.333.333.333.333,703.541.666.666.667,100.458.125,1.588.125,172.770.833.333.333,21.5,13.9,0,1589,764422,2.078.694.752.375,NA,14.48,48.95,70.67,NA,NA
1485,2015-10-10,1.925,266.291.666.666.667,653.958.333.333.333,100.063.541.666.667,181.458.333.333.333,181.020.833.333.333,22.7,13.6,0,368,243940,150.856.768.057.719,NA,NA,NA,NA,NA,NA
1486,2015-10-11,121.666.666.666.667,220.5,755.208.333.333.333,997.704.166.666.666,172.166.666.666.667,1.914.375,23.5,14.7,0,198,134450,147.266.641.874.303,NA,NA,NA,NA,NA,NA
1487,2015-10-12,200.625,741.458.333.333.333,802.291.666.666.667,100.019.791.666.667,143.958.333.333.333,194.625,22.8,17.9,0,240,147713,162.477.236.262.211,NA,NA,NA,NA,NA,NA
1488,2015-10-13,112.916.666.666.667,196.625,853.333.333.333.333,100.316.875,39.875,170.833.333.333.333,21.4,15.4,23.4,2216,981821,22.570.305.585.234,NA,38,55,112,NA,NA
1489,2015-10-14,205.416.666.666.667,2.778.125,660.208.333.333.333,10.020.125,116,153.833.333.333.333,19.5,13.3,0.2,1702,841545,20.224.705.749.544,NA,9.55,38,52,NA,NA
1490,2015-10-15,157.083.333.333.333,157.395.833.333.333,576.041.666.666.667,100.523.125,150.708.333.333.333,133.729.166.666.667,17.1,9.4,0,1558,754139,206.593.214.248.302,NA,4.38,32.17,38.5,NA,NA
1491,2015-10-16,146.875,1.453.125,721.875,100.718.958.333.333,1.383.125,142.708.333.333.333,18.3,11.1,0,1497,755864,198.051.501.328.281,NA,12.09,42.65,60.61,NA,NA
1492,2015-10-17,113.958.333.333.333,154.229.166.666.667,751.666.666.666.667,100.640.208.333.333,128.916.666.666.667,151.416.666.666.667,19.1,10.7,0,319,222233,143.543.038.162.649,NA,3.61,40.43,45.52,NA,NA
1493,2015-10-18,770.833.333.333.333,194.645.833.333.333,782.291.666.666.667,100.403.541.666.667,672.291.666.666.667,173.833.333.333.333,20.8,15.2,0,166,110058,150.829.562.594.268,NA,16.88,64.71,90.12,NA,NA
1494,2015-10-19,2,943.125,82.375,100.275.208.333.333,728.958.333.333.333,169.583.333.333.333,21.1,14.9,0.2,2234,1054525,211.848.936.725.066,NA,NA,NA,NA,NA,NA
1495,2015-10-20,117.291.666.666.667,132.895.833.333.333,72.875,10.052.375,409.166.666.666.667,1.595.625,17.9,14.2,2.2,1751,833530,210.070.423.380.082,NA,11.58,44.42,61.92,NA,NA
1496,2015-10-21,174.583.333.333.333,228.083.333.333.333,624.791.666.666.667,100.676.041.666.667,129.604.166.666.667,147.041.666.666.667,19,11.7,0,1633,831414,196.412.376.986.676,NA,8.87,37.04,50.04,NA,NA
1497,2015-10-22,2.2125,279.645.833.333.333,515.416.666.666.667,100.851.458.333.333,160.729.166.666.667,146.645.833.333.333,19.8,9.9,0,1493,768461,194.284.420.419.514,NA,12.47,45.11,63.74,NA,NA
1498,2015-10-23,136.666.666.666.667,211.395.833.333.333,589.166.666.666.667,101.032.291.666.667,158.708.333.333.333,163.833.333.333.333,21,13,0,1463,731972,199.871.033.318.214,NA,13.36,44.95,64.91,NA,NA
1499,2015-10-24,885.416.666.666.667,201.541.666.666.667,77.25,101.053.958.333.333,855.833.333.333.333,155.375,20.8,12.4,0,323,217652,148.402.036.278.095,NA,26.74,61.22,101.74,NA,NA
1500,2015-10-25,137.916.666.666.667,940.208.333.333.333,772.083.333.333.333,10.113.875,774.583.333.333.333,1.623.125,18.7,14.3,0,172,120170,14.313.056.503.287,NA,3.43,31.43,36.29,NA,NA
1501,2015-10-26,175.625,65.375,795.833.333.333.333,100.620.625,648.333.333.333.333,167.875,19.1,14.7,4.7,2210,1016672,217.375.908.847.691,NA,8.72,44.22,57.22,NA,NA
1502,2015-10-27,975,2.054.375,881.666.666.666.667,100.359.583.333.333,896.666.666.666.667,173.729.166.666.667,20.7,15.6,1.8,1715,862183,198.913.687.697.391,NA,14.61,47.96,69.96,NA,NA
1503,2015-10-28,2.7375,2.498.125,528.125,100.381.458.333.333,136.729.166.666.667,166.770.833.333.333,20.4,12.6,1,1643,828239,19.837.269.194.037,NA,3.86,22.71,28,NA,NA
1504,2015-10-29,139.375,235.291.666.666.667,597.916.666.666.667,100.843.333.333.333,136.208.333.333.333,158.166.666.666.667,20.9,11.6,0,1411,722574,195.274.117.253.043,NA,32.18,60.73,109.36,NA,NA
1505,2015-10-30,130.833.333.333.333,139.125,702.083.333.333.333,101.131.666.666.667,141.625,163.083.333.333.333,21.1,11.9,0,1370,695631,196.943.494.467.613,NA,23.46,56.08,91.83,NA,NA
1506,2015-10-31,1.925,898.333.333.333.333,703.125,101.280.625,1.526.875,164.166.666.666.667,20.3,12.3,0,299,200061,149.454.416.402.997,NA,6.29,37.5,46.58,NA,NA
1507,2015-11-01,3.8875,687.916.666.666.667,643.125,101.568.333.333.333,1.288.125,166.354.166.666.667,19.2,15.1,0,169,115902,14.581.284.188.366,NA,1.79,20.29,22.71,NA,NA
1508,2015-11-02,535.833.333.333.333,995.833.333.333.333,836.666.666.666.667,101.066.041.666.667,20.25,1.669.375,18.1,14.3,24.9,1966,964007,20.394.042.781.847,NA,06.08,25.75,34.5,NA,NA
1509,2015-11-03,161.875,229.916.666.666.667,817.083.333.333.333,101.005.625,126.979.166.666.667,165.041.666.666.667,19.8,13.2,1.4,1783,879788,202.662.459.592.538,NA,18.88,35.12,63.88,NA,NA
1510,2015-11-04,152.916.666.666.667,2.666.875,72,10.107.375,1.410.625,168.395.833.333.333,21.5,12.7,0.2,1619,822414,196.859.489.259.667,NA,NA,NA,NA,NA,NA
1511,2015-11-05,1.0875,174.479.166.666.667,735.833.333.333.333,101.197.291.666.667,1.330.625,167.583.333.333.333,20.4,14.1,0,1502,778789,192.863.535.566.116,NA,NA,NA,NA,NA,NA
1512,2015-11-06,81.875,1.789.375,807.291.666.666.667,101.564.375,1.353.125,163.270.833.333.333,22.5,12.2,0,1370,696732,196.632.277.547.177,NA,NA,NA,NA,NA,NA
1513,2015-11-07,879.166.666.666.667,1.891.875,830.833.333.333.333,101.781.666.666.667,130.375,162.416.666.666.667,21.1,12.9,0.1,292,191555,152.436.636.997.207,NA,NA,NA,NA,NA,NA
1514,2015-11-08,136.666.666.666.667,2.560.625,863.958.333.333.333,102.026.458.333.333,114,153.020.833.333.333,20.1,12.9,0,156,103905,150.137.144.507.002,NA,NA,NA,NA,NA,NA
1515,2015-11-09,153.125,256.479.166.666.667,74.625,102.095.208.333.333,131.125,167.854.166.666.667,22.7,13.1,0,2004,960227,208.700.650.991.901,NA,NA,NA,NA,NA,NA
1516,2015-11-10,106.041.666.666.667,2.530.625,649.791.666.666.667,101.749.791.666.667,132.604.166.666.667,172.354.166.666.667,23,12.7,0,1528,777676,196.482.854.042.043,NA,NA,NA,NA,NA,NA
1517,2015-11-11,885.416.666.666.667,206.895.833.333.333,771.458.333.333.333,101.535.833.333.333,128.666.666.666.667,157.208.333.333.333,21.5,12,0,1593,786152,202.632.569.782.943,NA,29.27,67.09,111.27,NA,NA
1518,2015-11-12,1.075,159.104.166.666.667,801.666.666.666.667,10.161.625,114.791.666.666.667,149.270.833.333.333,19.5,11.6,0.1,1457,753058,193.477.793.211.147,NA,34,46.42,97.96,NA,NA
1519,2015-11-13,108.125,234,720.833.333.333.333,101.971.875,813.958.333.333.333,145.479.166.666.667,18,11.5,0,1433,699208,204.946.167.663.986,NA,14.29,39.38,60.88,NA,NA
1520,2015-11-14,249.375,280.458.333.333.333,66.875,102.049.375,126.166.666.666.667,139.958.333.333.333,18.3,10.8,0,301,201840,149.128.022.195.799,NA,3.5,19.17,24.04,NA,NA
1521,2015-11-15,101.875,248.270.833.333.333,595.208.333.333.333,101.401.041.666.667,1.263.125,149.791.666.666.667,22.7,9.1,0,165,104091,15.851.514.540.162,NA,22.5,39.96,74.08,NA,NA
1522,2015-11-16,739.583.333.333.333,219.395.833.333.333,569.166.666.666.667,101.115.833.333.333,126.208.333.333.333,15,22.7,9.8,0,2160,997153,216.616.707.767.013,NA,65.62,58.5,158.58,NA,NA
1523,2015-11-17,679.166.666.666.667,229.833.333.333.333,584.166.666.666.667,101.370.625,124.541.666.666.667,1.386.875,20.5,8.8,0,1702,833441,204.213.615.600.864,NA,33.67,50.25,101.29,NA,NA
1524,2015-11-18,822.916.666.666.667,252.520.833.333.333,577.291.666.666.667,101.585.625,111.145.833.333.333,139.375,19.9,8.8,0,1609,781590,205.862.408.679.743,NA,75.86,63.67,179.43,NA,NA
1525,2015-11-19,729.166.666.666.667,253.145.833.333.333,604.166.666.666.667,101.730.833.333.333,112.729.166.666.667,145.416.666.666.667,20.7,9.8,0,1604,805671,199.088.709.907.642,NA,119.67,81.12,263.75,NA,NA
1526,2015-11-20,311.041.666.666.667,297.604.166.666.667,566.666.666.666.667,101.230.625,1.083.125,160.291.666.666.667,20,12.7,0,1535,750487,20.453.385.601.616,NA,18.58,35.46,63.42,NA,NA
1527,2015-11-21,470.208.333.333.333,297.875,418.125,996.202.083.333.333,755.208.333.333.333,145.270.833.333.333,18.2,7.8,0,297,203730,14.578.118.097.482,NA,2.25,13.5,16.5,NA,NA
1528,2015-11-22,365.833.333.333.333,257.75,540.625,1000.8,115.770.833.333.333,811.666.666.666.667,11.9,5,0,166,104319,159.127.292.247.817,NA,5.54,23.38,31.42,NA,NA
1529,2015-11-23,190.833.333.333.333,267.395.833.333.333,430.625,1.008.825,116.541.666.666.667,798.541.666.666.667,12.8,3.9,0,2209,1013330,217.994.138.138.612,NA,13.46,43.21,63.54,NA,NA
1530,2015-11-24,250.208.333.333.333,293.395.833.333.333,34.5,10.135.375,1.219.375,766.666.666.666.667,12.6,3.2,0,1802,860713,209.361.308.589.507,NA,12.46,41.38,59.96,NA,NA
1531,2015-11-25,133.333.333.333.333,244.375,648.125,100.504.375,86.5,103.458.333.333.333,15.6,6.8,0,1761,875821,20.106.848.317.179,NA,25.33,38.17,76,NA,NA
1532,2015-11-26,119.791.666.666.667,183.875,666.041.666.666.667,100.168.958.333.333,1.055.625,11.5625,15.6,7.9,0,1637,787573,207.853.748.160.488,NA,NA,NA,NA,NA,NA
1533,2015-11-27,1.325,252.791.666.666.667,642.708.333.333.333,100.480.625,108.833.333.333.333,108.104.166.666.667,15.7,6,0,1503,706984,212.593.212.859.131,NA,43.15,64.23,130.23,NA,NA
1534,2015-11-28,205.208.333.333.333,244.791.666.666.667,617.083.333.333.333,101.046.458.333.333,100.270.833.333.333,109.708.333.333.333,16.7,6.8,0,342,226613,150.918.085.017.188,NA,17.42,49.75,76,NA,NA
1535,2015-11-29,288.333.333.333.333,3.011.875,533.958.333.333.333,1.021.775,108.979.166.666.667,1.003.125,14.1,7.6,0,179,108288,165.299.940.898.345,NA,5.25,26.71,34.12,NA,NA
1536,2015-11-30,183.125,277.270.833.333.333,558.333.333.333.333,102.352.083.333.333,108.770.833.333.333,114.833.333.333.333,16.4,6.9,0,2324,1062478,218.733.940.843.952,NA,53.5,63.92,145.42,NA,NA
1537,2015-12-01,91.875,273.333.333.333.333,666.875,102.129.166.666.667,105.145.833.333.333,105.479.166.666.667,16.8,6.5,0,1877,889428,211.034.507.571.158,NA,95.5,73.67,219.5,NA,NA
1538,2015-12-02,785.416.666.666.667,191.708.333.333.333,663.333.333.333.333,101.908.541.666.667,844.791.666.666.667,103.229.166.666.667,15.5,6.4,0,1846,901479,204.774.598.188.089,NA,63.5,67.5,164.5,NA,NA
1539,2015-12-03,710.416.666.666.667,226.479.166.666.667,80.25,1.020.525,921.458.333.333.333,109.104.166.666.667,16.1,7.5,0,1656,823157,20.117.668.925.855,NA,26.1,65.4,105.3,NA,NA
1540,2015-12-04,808.333.333.333.333,219.041.666.666.667,787.083.333.333.333,102.364.375,919.791.666.666.667,108.645.833.333.333,16.3,6.6,0.1,1829,859890,212.701.624.626.406,NA,77.88,77.5,196.17,NA,NA
1541,2015-12-05,714.583.333.333.333,151.541.666.666.667,753.958.333.333.333,1.022.575,377.291.666.666.667,119.604.166.666.667,15.2,9.1,0,358,245392,145.889.026.537.132,NA,72,73.38,182.92,NA,NA
1542,2015-12-06,0.6,178.916.666.666.667,829.375,102.139.166.666.667,51.25,122.583.333.333.333,15.6,9.1,0,263,165590,158.826.016.063.772,NA,17.88,59.42,86.42,NA,NA
1543,2015-12-07,708.333.333.333.333,254.083.333.333.333,852.708.333.333.333,1.021.275,36.875,130.645.833.333.333,15.2,11.5,0,2043,898936,227.268.682.086.378,NA,66.62,72.88,174.58,NA,NA
1544,2015-12-08,123.333.333.333.333,248.291.666.666.667,842.083.333.333.333,102.202.291.666.667,574.791.666.666.667,138.333.333.333.333,17.9,11.8,0.3,243,155936,155.833.162.323.004,NA,18.96,47.79,76.46,NA,NA
1545,2015-12-09,138.958.333.333.333,246.875,736.875,102.555.625,833.333.333.333.333,134.833.333.333.333,18.4,10.1,0,2488,1081297,230.094.044.466.969,NA,50.83,56.67,134.08,NA,NA
1546,2015-12-10,114.791.666.666.667,236.145.833.333.333,78.875,102.433.333.333.333,663.541.666.666.667,11.3,16.2,7,0,1920,898031,21.380.108.259.069,NA,41.54,62,125.17,NA,NA
1547,2015-12-11,145.416.666.666.667,257.145.833.333.333,768.958.333.333.333,102.297.291.666.667,909.791.666.666.667,115.604.166.666.667,15.9,8.6,0,1851,851070,217.490.923.190.807,NA,33.5,57.08,108,NA,NA
1548,2015-12-12,121.458.333.333.333,252.125,76.875,101.730.416.666.667,70.625,1.066.875,15.1,7.4,0,427,299521,142.560.955.659.203,NA,17.42,49.46,76.08,NA,NA
1549,2015-12-13,139.166.666.666.667,282.770.833.333.333,732.708.333.333.333,101.194.791.666.667,858.541.666.666.667,10.55,15.8,7.1,0,240,162118,148.040.316.312.809,NA,13.75,44.04,64.58,NA,NA
1550,2015-12-14,106.041.666.666.667,263.354.166.666.667,688.541.666.666.667,101.230.833.333.333,662.708.333.333.333,9.4,13.3,5.5,0,2644,1142823,23.135.691.178.774,NA,105.62,76.42,237.62,NA,NA
1551,2015-12-15,121.666.666.666.667,265.708.333.333.333,654.375,101.607.083.333.333,831.458.333.333.333,120.833.333.333.333,19,6.8,0,2177,1009822,215.582.548.211.467,NA,100.25,75.21,228.17,NA,NA
1552,2015-12-16,685.416.666.666.667,210.854.166.666.667,665.625,101.994.375,862.708.333.333.333,132.520.833.333.333,20.6,9.5,0,2027,940247,215.581.650.353.577,NA,152.29,82,314.42,NA,NA
1553,2015-12-17,754.166.666.666.666,196.083.333.333.333,699.375,101.815.833.333.333,78.75,127.791.666.666.667,17.5,10,0,1913,910764,210.043.436.060.275,NA,169.04,87.46,345.5,NA,NA
1554,2015-12-18,760.416.666.666.667,2.030.625,839.375,101.765.416.666.667,775.416.666.666.667,117.958.333.333.333,16.8,8.8,0,1911,876678,217.981.972.856.625,NA,113.38,76.38,249.46,NA,NA
1555,2015-12-19,720.833.333.333.333,188.166.666.666.667,825.208.333.333.333,101.561.458.333.333,600.416.666.666.667,112.395.833.333.333,15.3,8.3,0.1,417,265720,156.932.108.986.904,NA,59.54,55.17,146.17,NA,NA
1556,2015-12-20,875,171.354.166.666.667,724.166.666.666.667,101.596.458.333.333,186.875,128.645.833.333.333,14.4,11.9,0,220,142964,153.884.894.099.214,NA,12.92,50.54,69.79,NA,NA
1557,2015-12-21,259.166.666.666.667,302.291.666.666.667,66.5,102.159.375,87.875,12.65,15.7,10.1,0,2677,1149781,232.826.947.044.698,NA,18.86,42.45,70.95,NA,NA
1558,2015-12-22,227.291.666.666.667,256.75,728.333.333.333.333,10.231.375,912.291.666.666.667,117.520.833.333.333,15.8,7.6,0,2043,962201,212.325.699.100.292,NA,25.5,48.12,87.04,NA,NA
1559,2015-12-23,127.708.333.333.333,2.451.875,75.5,102.116.666.666.667,80.625,130.104.166.666.667,16.1,10.4,0,1877,863707,217.319.067.693.095,NA,22.25,57.88,91.5,NA,NA
1560,2015-12-24,151.458.333.333.333,269.270.833.333.333,743.541.666.666.667,101.957.708.333.333,397.708.333.333.333,131.354.166.666.667,15.9,10.9,0,1520,701060,216.814.537.985.336,NA,17.88,54.62,81.5,NA,NA
1561,2015-12-25,96.875,247.5,764.791.666.666.667,102.253.125,858.541.666.666.667,115.479.166.666.667,16.1,8.5,0,228,138373,164.772.029.225.355,NA,31,54.83,101.71,NA,NA
1562,2015-12-26,116.875,2.540.625,83,102.278.125,92.875,1.029.375,15.9,6.7,0.1,287,181879,15.779.721.683.097,NA,30.5,46.83,92.96,NA,NA
1563,2015-12-27,1.825,275.583.333.333.333,80.25,102.211.875,963.125,110.979.166.666.667,16.2,7,0.1,348,227751,152.798.450.939.842,NA,25.79,47.96,87.21,NA,NA
1564,2015-12-28,935.416.666.666.667,258.979.166.666.667,741.666.666.666.667,102.009.375,691.458.333.333.333,125.291.666.666.667,16.8,9.8,0,2818,1186470,237.511.272.935.683,NA,42.88,69.38,134.54,NA,NA
1565,2015-12-29,1.625,265.020.833.333.333,72.375,101.857.083.333.333,828.541.666.666.667,1.369.375,18.6,11,0,2311,1083676,213.255.622.529.243,NA,14.67,50.96,73.08,NA,NA
1566,2015-12-30,1.7625,272.479.166.666.667,60,101.524.791.666.667,964.583.333.333.333,125.479.166.666.667,17.7,9.7,0,1877,883299,212.498.825.426.045,NA,18.04,48.38,75.71,NA,NA
1567,2015-12-31,152.083.333.333.333,222.666.666.666.667,660.416.666.666.667,101.435.208.333.333,88.875,117.354.166.666.667,16.6,7.8,0,1381,732766,188.463.984.409.757,NA,20.54,46.25,77.33,NA,NA
1568,2016-01-01,1.4375,259.375,813.125,101.215.208.333.333,498.125,11.3875,14.8,8.9,0,284,173952,163.263.428.991.906,NA,14.42,40.96,62.67,NA,NA
1569,2016-01-02,3.3,2.901.875,600.208.333.333.333,10.069.375,71.5,12.4125,15.2,8.3,0.2,630,415253,15.171.473.776.228,NA,2.62,18.25,22.04,NA,NA
1570,2016-01-03,282.916.666.666.667,2.830.625,526.666.666.666.667,100.217.708.333.333,453.958.333.333.333,10.6,13.7,7.7,0,312,223170,139.803.737.061.433,NA,03.08,24,28.21,NA,NA
1571,2016-01-04,230.625,289.770.833.333.333,683.125,992.604.166.666.667,283.541.666.666.667,11.95,13.5,10,0.9,2738,1251043,218.857.385.397.624,NA,9.29,38.79,52.5,NA,NA
1572,2016-01-05,188.125,288.458.333.333.333,591.041.666.666.667,993.479.166.666.667,900.416.666.666.667,100.354.166.666.667,14.7,7.2,0,1853,958008,193.422.184.365.893,NA,5.23,30.41,37.91,NA,NA
1573,2016-01-06,513.125,2.914.375,47.375,99.861.875,806.458.333.333.333,961.458.333.333.333,12.2,7.1,0,226,165929,136.202.833.742.143,NA,2.29,13.21,16.04,NA,NA
1574,2016-01-07,389.583.333.333.333,285.270.833.333.333,52.75,998.7,637.083.333.333.333,146.625,19.3,9.7,0,2231,1090162,204.648.483.436.407,NA,5.83,30.17,38.5,NA,NA
1575,2016-01-08,274.375,2.650.625,529.791.666.666.667,997.939.583.333.333,104.229.166.666.667,173.125,22.6,13.3,0,1843,959045,192.170.336.115.615,NA,28.92,54.79,98.54,NA,NA
1576,2016-01-09,211.458.333.333.333,2.533.125,55.5,996.039.583.333.333,642.916.666.666.667,148.958.333.333.333,18,11.8,0,485,329581,14.715.654.118.411,NA,20.58,47.29,78.38,NA,NA
1577,2016-01-10,448.125,255.145.833.333.333,50.375,996.720.833.333.333,841.666.666.666.667,1.501.875,17.2,12.4,0,236,165035,142.999.969.703.396,NA,2.21,16.08,19.08,NA,NA
1578,2016-01-11,446.458.333.333.333,258.604.166.666.667,456.041.666.666.667,996.891.666.666.667,748.333.333.333.333,1.478.125,17.7,11.5,0.1,2419,1186407,203.892.930.503.613,NA,7.25,24.65,35.55,NA,NA
1579,2016-01-12,506.041.666.666.667,294.395.833.333.333,405.416.666.666.667,100.710.625,1.101.875,112.416.666.666.667,14,8.7,0,1910,975438,195.809.472.257.591,NA,4.75,23.5,30.29,NA,NA
1580,2016-01-13,250.208.333.333.333,273.583.333.333.333,531.041.666.666.667,101.440.416.666.667,735.416.666.666.667,947.708.333.333.333,13.7,6.6,0,1746,906147,192.683.968.495.178,NA,13.54,53.54,73.67,NA,NA
1581,2016-01-14,330.833.333.333.333,292.604.166.666.667,558.958.333.333.333,10.058.875,54.875,11.3875,14.4,8.8,0,1726,894077,193.048.249.759.249,NA,22.79,52.21,86.75,NA,NA
1582,2016-01-15,243.333.333.333.333,263.104.166.666.667,568.541.666.666.667,100.930.833.333.333,424.791.666.666.667,915.625,10.8,7.2,0,1661,854004,194.495.576.133.133,NA,13.17,46.74,66.39,NA,NA
1583,2016-01-16,3.275,305.729.166.666.667,270.833.333.333.333,101.444.375,1.200.625,736.666.666.666.667,12.6,3.8,0,345,215521,160.077.208.253.488,NA,2.67,24.54,28.17,NA,NA
1584,2016-01-17,185.625,263.229.166.666.667,415.833.333.333.333,101.433.125,116.104.166.666.667,661.666.666.666.667,12.2,1.2,0,173,117031,147.824.080.799.105,NA,6.62,35.75,45.5,NA,NA
1585,2016-01-18,111.666.666.666.667,225.791.666.666.667,530.833.333.333.333,100.516.875,845.416.666.666.667,894.166.666.666.667,12.8,5.5,0,2379,1115158,213.332.998.552.671,NA,18.96,65,93.92,NA,NA
1586,2016-01-19,2.025,276.979.166.666.667,62.375,100.695.416.666.667,106.25,846.041.666.666.667,12.3,5.7,0,1945,959860,202.633.717.417.123,NA,9.5,48.5,62.71,NA,NA
