,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_totals,poblacio_total,incidencia_1000,co,h2s,no,no2,nox,o3,pm10,pm2.5,so2
1873,2016-11-01,153.333.333.333.333,225.041.666.666.667,722.916.666.666.667,10.184.375,130.895.833.333.333,185.979.166.666.667,21.7,15.5,0,251,171600,146.270.396.270.396,0.78,NA,43.29,66.17,132,32.83,22.48,NA,1.38
1874,2016-11-02,141.666.666.666.667,218.541.666.666.667,687.916.666.666.667,101.478.958.333.333,140,177.375,20.4,15.5,0,2290,1026919,222.997.139.988.646,0.92,NA,51.96,68.96,147.92,25.79,31.21,NA,3
1875,2016-11-03,111.875,1.359.375,74.625,101.321.875,1.289.375,168.770.833.333.333,19.3,13.7,0,1707,782492,218.149.195.135.541,0.97,NA,59.92,79.17,170.5,15.5,33.72,NA,02.04
1876,2016-11-04,134.791.666.666.667,236.625,688.125,101.218.125,80.875,1.804.375,21.3,14.6,0,1656,815411,203.087.768.009.016,0.82,NA,56.08,71.96,157.58,12.08,37.35,NA,1.54
1877,2016-11-05,288.125,264.104.166.666.667,679.166.666.666.667,100.209.583.333.333,781.666.666.666.667,189.375,22.2,14.9,1.2,397,268171,148.039.870.082.895,0.57,NA,24.71,48.33,85.75,28.33,NA,NA,01.04
1878,2016-11-06,285.208.333.333.333,307.25,529.791.666.666.667,100.208.958.333.333,115,143.020.833.333.333,16.7,11.7,0,212,138385,153.195.794.341.872,0.33,NA,10.83,34.71,50.79,43.83,NA,NA,1
1879,2016-11-07,209.583.333.333.333,226.229.166.666.667,575.208.333.333.333,100.555.416.666.667,107.166.666.666.667,115.479.166.666.667,13.7,9.1,0,2250,1039058,216.542.291.190.675,0.56,NA,31.96,55.71,104.12,24.12,20.82,NA,1.54
1880,2016-11-08,298.333.333.333.333,289.020.833.333.333,491.666.666.666.667,100.919.583.333.333,143.75,118.729.166.666.667,16.1,7.9,0,1908,924915,206.289.226.577.577,0.51,NA,21.76,39,71.71,24.27,18.11,NA,01.06
1881,2016-11-09,4.3375,272.166.666.666.667,507.708.333.333.333,101.004.375,1.389.375,14.275,18.7,10.6,0,1799,903105,199.201.643.219.781,0.45,NA,23.42,36.04,71.5,33.75,24.54,NA,1
1882,2016-11-10,2.5,3.004.375,530.208.333.333.333,101.539.166.666.667,130.25,147.979.166.666.667,18.5,11.7,0,1669,829532,201.197.783.810.631,0.55,NA,39.21,47.08,106.92,24.83,22.5,NA,1.21
1883,2016-11-11,153.333.333.333.333,217.354.166.666.667,614.375,101.595.208.333.333,1.291.875,150.083.333.333.333,18.4,12,0,1654,801264,2.064.238.503.165,0.58,NA,36.38,49.46,104.88,23.17,21.46,NA,1.67
1884,2016-11-12,908.333.333.333.333,192.729.166.666.667,720.833.333.333.333,101.685.208.333.333,566.666.666.666.667,151.125,16.4,13.6,0.3,398,266442,149.375.849.152.911,0.55,NA,36.79,58.88,114.67,13.71,21.46,NA,1.25
1885,2016-11-13,89.375,145.375,653.125,101.733.541.666.667,728.333.333.333.333,148.645.833.333.333,16.9,12.4,0,245,162034,151.202.833.973.117,0.52,NA,37.42,55.38,112.12,10.38,23.38,NA,1.62
1886,2016-11-14,167.708.333.333.333,121.395.833.333.333,550.625,101.954.791.666.667,119.729.166.666.667,149.791.666.666.667,18.6,12.8,0,2511,1107507,226.725.429.274.939,0.7,NA,44.79,56.04,124.04,14.12,22.38,NA,1.17
1887,2016-11-15,164.375,87.375,579.583.333.333.333,102.379.375,1.266.875,129.791.666.666.667,15.6,10.1,0,1915,882365,217.030.367.251.648,0.91,NA,69.08,63.92,169.12,14.04,27.54,NA,1.58
1888,2016-11-16,1.075,138.645.833.333.333,642.291.666.666.667,102.076.875,121.895.833.333.333,12.9375,15.4,9.9,0,1951,934334,208.811.838.164.939,1,NA,100.67,75.29,229.04,9.96,32.21,NA,1.96
1889,2016-11-17,103.333.333.333.333,187.854.166.666.667,626.666.666.666.667,101.520.208.333.333,1.156.875,142.354.166.666.667,17.8,10.7,0,1889,910390,207.493.491.800.217,1.18,NA,133.17,91,294.5,04.08,45.65,NA,3.38
1890,2016-11-18,162.083.333.333.333,220.208.333.333.333,75.25,101.001.041.666.667,105.604.166.666.667,160.875,19.5,13.1,0.3,1891,889410,212.612.855.713.338,0.98,NA,85.58,83.42,214,11.12,36.21,NA,02.08
1891,2016-11-19,186.875,1.913.125,658.125,101.009.583.333.333,103.270.833.333.333,154.458.333.333.333,17.2,13.6,0,419,271063,154.576.611.341.275,0.55,NA,31.58,52,99.96,20.92,23.67,NA,1.12
1892,2016-11-20,197.083.333.333.333,249.875,662.916.666.666.667,100.541.458.333.333,783.541.666.666.667,165.416.666.666.667,18.6,14.4,0,280,191651,146.098.898.518.662,0.45,NA,18.83,48.71,77.25,29.96,23.92,NA,1
1893,2016-11-21,304.791.666.666.667,2.263.125,862.708.333.333.333,100.109.166.666.667,432.291.666.666.667,1.769.375,18.8,15.7,3.4,2704,1173262,23.046.855.689.522,0.63,NA,34.24,52.86,105.1,29.53,35.83,NA,1
1894,2016-11-22,2.125,144.333.333.333.333,868.541.666.666.667,100.213.125,650.416.666.666.667,1.723.125,18.8,15.3,11.6,2099,981474,213.862.007.551.907,0.75,NA,52.38,62.5,142.21,17.58,32.58,NA,1.21
1895,2016-11-23,291.875,1.300.625,84.75,100.011.041.666.667,178.333.333.333.333,1.660.625,18.6,12.3,22.8,1939,938651,206.573.050.047.355,0.7,NA,40.96,60.04,122.21,28.75,46.38,NA,01.08
1896,2016-11-24,1.8,266.166.666.666.667,597.083.333.333.333,1004.65,959.583.333.333.333,126.208.333.333.333,15.6,10.4,0,1738,823378,21.108.166.601.488,0.57,NA,35.08,52.29,105.46,20.33,14.17,NA,1.25
1897,2016-11-25,122.708.333.333.333,220.416.666.666.667,588.541.666.666.667,100.817.083.333.333,978.958.333.333.333,120.854.166.666.667,15.6,9.1,0,1808,814271,22.203.910.000.479,0.67,NA,45.17,56.21,125.17,17.83,18.58,NA,1.88
1898,2016-11-26,221.875,597.291.666.666.667,728.541.666.666.667,100.874.583.333.333,334.375,140.458.333.333.333,16.9,11.1,0,395,269243,146.707.620.996.646,0.68,NA,35.29,59.79,113.46,19.88,22.75,NA,01.04
1899,2016-11-27,3,888.541.666.666.667,803.958.333.333.333,1007.25,562.083.333.333.333,156.375,17,13.7,2.1,259,172676,149.991.892.330.144,0.6,NA,20.12,46.67,76.96,44.88,19.71,NA,01.08
1900,2016-11-28,1.45,694.583.333.333.333,735.416.666.666.667,100.832.083.333.333,823.125,137.541.666.666.667,15.1,12.1,0,2612,1114181,234.432.287.034.153,0.92,NA,51.12,59.58,137.38,21.12,21.21,NA,1.62
1901,2016-11-29,224.791.666.666.667,857.708.333.333.333,704.375,10.189.625,86,132.895.833.333.333,15.9,11.2,0,2115,953954,221.708.803.569.145,0.85,NA,47.33,58.92,131.04,12.92,29.5,NA,1.96
1902,2016-11-30,187.916.666.666.667,898.333.333.333.333,612.708.333.333.333,1027.5,965.416.666.666.667,1.256.875,14.5,10.8,0,1940,927578,209.146.831.856.728,0.95,NA,56.54,69.38,155.38,22.88,28.75,NA,02.08
1903,2016-12-01,194.375,279.875,652.083.333.333.333,102.238.333.333.333,110.395.833.333.333,122.895.833.333.333,15.5,9.6,0,1819,892681,203.768.199.390.376,0.69,NA,33.83,63.04,114.08,13.79,40.29,NA,1.58
1904,2016-12-02,166.875,254.020.833.333.333,560.416.666.666.667,101.387.291.666.667,112.333.333.333.333,122.604.166.666.667,16.8,7.8,0,2024,928418,218.005.251.944.706,0.68,NA,45.38,56.29,125.42,14.21,20.95,NA,2.42
1905,2016-12-03,156.041.666.666.667,728.333.333.333.333,673.333.333.333.333,101.192.916.666.667,730.833.333.333.333,117.666.666.666.667,13.9,8.7,0,440,280629,156.790.638.173.532,0.84,NA,53.75,66.12,148.17,12,25.83,NA,2.58
1906,2016-12-04,236.041.666.666.667,540.208.333.333.333,80.25,101.330.208.333.333,345.208.333.333.333,1.460.625,16.1,12.3,3.3,267,172476,154.804.146.663.884,0.61,NA,17.58,48.54,75.21,34,20.29,NA,1.62
1907,2016-12-05,361.875,675.625,802.708.333.333.333,101.637.708.333.333,583.958.333.333.333,157.020.833.333.333,16.8,14.5,0,2390,1032793,231.411.328.310.707,0.75,NA,25.42,50.46,89.08,41.12,31.92,NA,1.21
1908,2016-12-06,1.175,953.125,730.833.333.333.333,102.203.125,101.083.333.333.333,1.491.875,17.6,12.6,0,357,230324,154.999.044.823.813,0.84,NA,34.46,60.38,112.88,24.29,26.71,NA,1.62
1909,2016-12-07,140.208.333.333.333,742.083.333.333.333,679.375,102.668.958.333.333,103.375,140.354.166.666.667,16.5,12,0,2418,1074355,225.065.271.721.172,1.27,NA,81.83,81.38,206.08,12.17,32.33,NA,2.54
1910,2016-12-08,1.025,1.523.125,66.875,102.985.833.333.333,103.916.666.666.667,1.378.125,16.8,11.2,0,352,231418,152.105.713.470.862,0.95,NA,50.62,67.62,144.75,19.33,24.54,NA,1.5
1911,2016-12-09,176.041.666.666.667,263.770.833.333.333,550.416.666.666.667,102.730.625,103.416.666.666.667,1.436.875,18,11.4,0,2138,1015236,21.059.142.898.794,0.78,NA,57.45,71.68,159.45,14.67,26,NA,1.65
1912,2016-12-10,117.083.333.333.333,245.625,64.125,102.363.333.333.333,898.541.666.666.667,1.414.375,17.5,11,0,550,360270,15.266.328.031.754,0.83,NA,74.12,73.88,186.67,8.75,25.33,NA,1.88
1913,2016-12-11,1.475,233.479.166.666.667,614.166.666.666.667,101.979.166.666.667,980.208.333.333.333,13.55,16.8,11.3,0,360,236873,151.980.175.030.502,0.65,NA,50,54.25,130.42,14.96,19.88,NA,2.12
1914,2016-12-12,745.833.333.333.333,192.583.333.333.333,594.791.666.666.667,101.772.708.333.333,899.791.666.666.667,128.291.666.666.667,17,10.1,0,2810,1282775,219.056.342.694.549,1.99,NA,227.29,105.38,452.54,3.88,54.79,NA,5.29
1915,2016-12-13,831.914.893.617.021,102.553.191.489.362,704.166.666.666.667,102.056.458.333.333,999.791.666.666.667,130.604.166.666.667,15.5,10.4,0,2159,1060327,2.036.164.315.348,1.89,NA,235.08,108.29,467.17,6.17,45,NA,4.54
1916,2016-12-14,104.468.085.106.383,216.978.723.404.255,71.625,101.799.791.666.667,857.083.333.333.333,1.331.875,16.5,10.3,0,2273,1105548,205.599.395.051.142,0.89,NA,64.75,76.71,175.62,8.17,29.92,NA,1.67
1917,2016-12-15,89.375,912.708.333.333.333,741.041.666.666.667,101.765.833.333.333,563.125,133.645.833.333.333,15.6,11.2,0,2041,1019313,200.232.901.964.362,1.37,NA,111.38,88.96,259,3.96,35.71,NA,2.38
1918,2016-12-16,224.375,687.083.333.333.333,79.5,101.791.666.666.667,39.375,1.340.625,15.4,11.9,14.9,1990,998313,199.336.280.304.874,01.03,NA,69.96,86.54,193.25,13.42,27.52,NA,1.42
1919,2016-12-17,353.541.666.666.667,750.833.333.333.333,712.083.333.333.333,10.282.875,779.375,132.083.333.333.333,14.8,11,0.8,514,338038,152.053.911.098.752,0.7,NA,27.96,52.42,94.88,33.29,28.58,NA,1
1920,2016-12-18,2.3125,617.708.333.333.333,637.083.333.333.333,102.594.791.666.667,794.166.666.666.667,118.604.166.666.667,14.1,10.4,0,348,232667,149.569.986.289.418,0.7,NA,25.29,56.83,95.08,24.38,22,NA,1
1921,2016-12-19,258.541.666.666.667,497.291.666.666.667,688.333.333.333.333,101.212.083.333.333,117.291.666.666.667,10.225,12.4,9.2,10.8,2874,1274000,225.588.697.017.268,0.8,NA,45.62,64.33,133.75,22.25,17.42,NA,01.08
1922,2016-12-20,255.208.333.333.333,214.541.666.666.667,618.125,101.074.791.666.667,326.041.666.666.667,124.041.666.666.667,14.2,10,3.3,2392,1129870,211.705.771.460.434,0.66,NA,32.71,48.5,98.33,24.79,12.88,NA,01.08
1923,2016-12-21,118.958.333.333.333,193.125,577.916.666.666.667,101.987.083.333.333,811.875,1.381.875,17.9,10.5,0.2,2158,1083559,199.158.513.749.597,01.08,NA,79.71,66.38,188,14.75,23.79,NA,1.71
1924,2016-12-22,93.125,187.833.333.333.333,566.458.333.333.333,102.740.833.333.333,945.625,133.708.333.333.333,17.4,10,0,2082,1059056,196.590.170.869.151,1.42,NA,118.68,84.68,265.86,3.62,30.87,NA,2.36
1925,2016-12-23,89.375,2.256.875,577.291.666.666.667,102.971.458.333.333,973.541.666.666.667,129.916.666.666.667,17.1,9.8,0,2152,1019726,2.110.370.825.104,NA,NA,36.29,52.58,107.79,12.21,17.92,NA,1.46
1926,2016-12-24,952.083.333.333.333,1.768.125,648.541.666.666.667,103.074.166.666.667,972.916.666.666.667,1.249.375,16.1,9.4,0,562,358348,156.830.790.181.611,NA,NA,79.33,60.62,181.62,8.67,20.92,NA,1.83
1927,2016-12-25,1.4875,238.520.833.333.333,55,102.661.458.333.333,845.625,12.4375,15.4,9.2,0,432,279106,154.779.904.409.078,NA,NA,35.83,38.17,92.5,18.88,7.5,NA,1.21
1928,2016-12-26,822.916.666.666.667,1.006.875,709.583.333.333.333,102.607.708.333.333,980.416.666.666.667,12.7875,16.5,9.1,0,526,331608,158.621.022.412.005,NA,NA,160.12,73.08,317.62,9.92,NA,NA,2.62
1929,2016-12-27,729.166.666.666.667,156.229.166.666.667,678.125,102.821.041.666.667,901.041.666.666.667,127.645.833.333.333,17.4,9.6,0,3598,1573112,228.718.616.347.724,NA,NA,276.38,107.46,529.75,3.5,NA,NA,5.25
1930,2016-12-28,989.583.333.333.333,226.270.833.333.333,66.375,103.068.541.666.667,104.5,120.291.666.666.667,15.9,9.1,0,2915,1395039,208.954.731.731.514,NA,NA,195.96,92.38,391.58,5.71,NA,NA,3.83
1931,2016-12-29,143.333.333.333.333,139.645.833.333.333,554.791.666.666.667,102.848.125,1.071.875,116.333.333.333.333,14.4,8,0,2765,1289753,214.382.133.633.339,NA,NA,98.42,76.58,226.71,8.33,NA,NA,2.12
1932,2016-12-30,1.225,909.583.333.333.333,698.541.666.666.667,103.018.541.666.667,901.875,1.241.875,15.4,9.9,0,2370,1182460,200.429.612.841.026,NA,NA,63.83,78.79,176.21,14.96,NA,NA,1.5
1933,2016-12-31,102.291.666.666.667,186.833.333.333.333,680.833.333.333.333,102.737.083.333.333,699.791.666.666.667,1.190.625,14.7,9.4,0,699,447946,156.045.594.781.514,NA,NA,80,74,196.04,10.33,NA,NA,1.67
1934,2017-01-01,184.166.666.666.667,2.919.375,661.041.666.666.667,102.038.125,102.666.666.666.667,103.333.333.333.333,13.1,7.7,0,402,277739,14.474.020.573.272,NA,NA,15.21,42.21,65.12,27.33,NA,NA,1
1935,2017-01-02,147.708.333.333.333,244.145.833.333.333,644.583.333.333.333,101.722.916.666.667,962.916.666.666.667,106.104.166.666.667,14.2,7.1,0,3538,1668403,212.059.076.853.734,0.22,NA,47.54,60.96,133.33,15,26,NA,1.33
1936,2017-01-03,947.916.666.666.667,158.208.333.333.333,647.083.333.333.333,101.832.916.666.667,773.541.666.666.667,107.145.833.333.333,13.2,7.6,0,2749,1371883,200.381.519.415.285,0.2,NA,62,67,161.62,8.67,30.75,NA,1.75
1937,2017-01-04,142.916.666.666.667,188.520.833.333.333,599.583.333.333.333,101.765.208.333.333,1.016.875,117.229.166.666.667,14.8,9.4,0,2539,1289843,196.845.662.611.651,0.27,NA,31.41,57.05,103.91,12.75,24.58,NA,1.36
1938,2017-01-05,110.625,138.958.333.333.333,58.5,101.842.083.333.333,909.583.333.333.333,102.770.833.333.333,12.2,8.1,0,2054,1125477,182.500.397.609.191,0.48,NA,42.21,63.29,127.5,9.67,29.86,NA,1.48
1939,2017-01-06,122.708.333.333.333,224.104.166.666.667,551.875,10.241.375,94.75,946.458.333.333.333,12.1,6.5,0,421,293988,143.203.123.937.031,0.32,NA,19.71,51.75,81.5,19.79,19.33,NA,1.21
1940,2017-01-07,904.166.666.666.667,184.25,56.75,1024.95,940.833.333.333.333,934.375,12.5,6.6,0,863,574225,150.289.520.658.279,0.53,NA,79.25,69.33,190.08,11,30.04,NA,2.71
1941,2017-01-08,702.083.333.333.333,175.583.333.333.333,457.291.666.666.667,102.076.875,106.708.333.333.333,112.604.166.666.667,17.6,7.3,0,472,326546,144.543.188.402.247,0.64,NA,66.17,64.96,165.96,15.38,30.29,NA,2.17
1942,2017-01-09,1.675,245.583.333.333.333,549.791.666.666.667,1019.5,922.708.333.333.333,104.416.666.666.667,13.6,8.4,0,3762,1801812,208.789.818.249.629,0.53,NA,52.33,59.58,139.29,14.42,25.25,NA,1.67
1943,2017-01-10,131.875,197.208.333.333.333,593.125,100.883.958.333.333,614.375,100.333.333.333.333,14,7.9,0,2850,1446871,196.976.786.458.503,0.61,NA,47.25,55.54,127.5,15.71,22.38,NA,1.71
1944,2017-01-11,173.125,220.229.166.666.667,582.291.666.666.667,101.606.875,112.041.666.666.667,10.95,13.5,7.8,0,2520,1353981,186.117.825.877.911,0.72,NA,84.42,74.08,202.83,12.75,27.58,NA,2.62
1945,2017-01-12,162.083.333.333.333,241.354.166.666.667,689.166.666.666.667,101.483.541.666.667,1.129.375,1.365.625,17.4,10.6,0,2328,1213502,191.841.463.796.516,0.66,NA,66.21,57.71,158.38,14.67,25.92,NA,3.88
1946,2017-01-13,361.041.666.666.667,280.270.833.333.333,453.333.333.333.333,101.076.458.333.333,113.458.333.333.333,122.854.166.666.667,14.8,8.2,0,2248,1166512,192.711.262.293.058,0.52,NA,35.5,47.71,101.88,30.17,20.42,NA,2.92
1947,2017-01-14,279.166.666.666.667,319.875,353.958.333.333.333,101.660.833.333.333,120.354.166.666.667,859.583.333.333.333,12.6,5.6,0,521,356696,146.062.753.717.451,0.43,NA,20.58,42.46,73.62,35,11.79,NA,2.42
1948,2017-01-15,296.875,266.708.333.333.333,35.25,101.586.666.666.667,114.458.333.333.333,954.583.333.333.333,13.9,5.7,0,337,241471,13.956.127.236.811,0.5,NA,30.54,42.67,89.04,37.54,14.75,NA,2.83
1949,2017-01-16,146.458.333.333.333,187.708.333.333.333,534.375,101.145.625,114.708.333.333.333,994.791.666.666.666,13.5,7.5,0,3316,1593312,208.119.941.354.863,0.74,NA,61,69.36,162,16.31,22,NA,3.33
1950,2017-01-17,2.0875,999.166.666.666.667,299.375,10.121.375,1.225.625,625.625,7.8,4.4,0,2387,1234862,193.300.951.847.251,0.45,NA,37.83,60.88,118.42,24.42,18.92,NA,02.04
1951,2017-01-18,130.416.666.666.667,176.416.666.666.667,341.875,101.636.666.666.667,115.208.333.333.333,610.625,9.4,3,0,2376,1247534,190.455.731.066.247,0.46,NA,43.17,72.12,137.75,10.71,24.75,NA,2.33
1952,2017-01-19,3.875,629.583.333.333.333,45.5,101.794.583.333.333,752.916.666.666.667,820.416.666.666.667,11.1,4.4,0,2131,1137420,187.353.835.874.171,0.47,NA,38.38,59.67,118.25,27.71,35.91,NA,2.25
1953,2017-01-20,435.833.333.333.334,645.833.333.333.333,738.125,101.699.166.666.667,331.041.666.666.667,970.208.333.333.333,10.7,8.9,3,1964,1078048,182.181.127.370.952,0.42,NA,27.33,52.75,94.33,33.88,20.54,NA,1.62
1954,2017-01-21,441.458.333.333.333,584.583.333.333.333,632.708.333.333.333,101.316.458.333.333,492.916.666.666.667,108.270.833.333.333,12.1,9.5,0.5,531,369497,143.708.879.909.715,0.22,NA,10.04,33.75,48.46,50.46,20.5,NA,1.38
1955,2017-01-22,386.458.333.333.333,507.916.666.666.667,662.291.666.666.667,101.103.541.666.667,391.458.333.333.333,10.1,11.3,9.1,4.3,278,187387,148.356.075.928.426,0.22,NA,8.42,29.96,42.46,54.54,8.46,NA,1
1956,2017-01-23,189.166.666.666.667,142.75,71.25,101.263.541.666.667,31.625,100.729.166.666.667,11.2,8.6,3.2,3146,1503527,209.241.337.202.458,0.55,NA,50.73,64.95,142.09,18.62,15.75,NA,02.08
1957,2017-01-24,150.625,271.166.666.666.667,52.375,101.418.958.333.333,113.854.166.666.667,107.333.333.333.333,14.3,8.1,0,2401,1224599,196.064.181.009.457,0.46,NA,39.54,61.88,122.04,11.04,24.67,NA,1.96
1958,2017-01-25,2.6625,720.208.333.333.333,623.125,101.579.375,172.083.333.333.333,799.583.333.333.333,9.3,6.5,0.2,2134,1128281,189.137.280.517.885,0.55,NA,48.67,67.67,141.75,20.46,25.79,NA,2.29
1959,2017-01-26,138.541.666.666.667,571.458.333.333.333,689.583.333.333.333,101.416.875,682.916.666.666.667,848.958.333.333.333,10.9,5.5,1.9,2062,1105319,186.552.479.419.968,0.79,NA,63.46,78.71,175.38,14.12,26.12,NA,2.54
1960,2017-01-27,186.875,847.291.666.666.667,80.5,100.974.166.666.667,159.583.333.333.333,114.270.833.333.333,13.6,9.7,10.3,1947,1043306,186.618.307.572.275,0.96,NA,90.91,95.73,234.41,8.67,30.88,NA,2.43
1961,2017-01-28,177.083.333.333.333,117.104.166.666.667,757.083.333.333.333,101.267.916.666.667,693.125,120.208.333.333.333,14.8,10.2,4.7,421,289563,145.391.503.748.752,0.43,NA,27.08,54.62,95.83,28.5,13.33,NA,01.04
1962,2017-01-29,171.875,259.625,60.875,1019.75,130.541.666.666.667,113.208.333.333.333,13.9,8.9,0,248,166882,148.607.998.465.982,0.36,NA,18.58,46.38,74.46,31.71,13.42,NA,1.29
1963,2017-01-30,121.041.666.666.667,205.416.666.666.667,732.916.666.666.667,101.686.875,1.195.625,120.354.166.666.667,14.9,8.9,0,2771,1334977,207.569.119.168.345,0.91,NA,100.71,84.04,237.79,8.29,33.46,NA,2.58
1964,2017-01-31,167.083.333.333.333,250.916.666.666.667,79.75,101.382.083.333.333,113.104.166.666.667,126.354.166.666.667,15.7,10.2,0,2312,1201667,192.399.391.844.829,0.63,NA,53.33,62.17,143.29,14.21,25.46,NA,1.21
1965,2017-02-01,160.625,233.625,803.541.666.666.667,101.288.958.333.333,103.166.666.666.667,1.236.875,15.7,10,0,1976,1013264,195.013.343.018.206,0.77,NA,75.92,72.83,188.54,22.12,28.33,NA,1.46
1966,2017-02-02,239.791.666.666.667,260.916.666.666.667,76.75,100.970.208.333.333,899.791.666.666.667,126.520.833.333.333,14.7,11.3,0,1990,1031998,192.829.831.065.564,0.44,NA,18.83,51.12,79.54,28.88,27.81,NA,01.04
1967,2017-02-03,212.291.666.666.667,258.291.666.666.667,536.458.333.333.333,10.102.125,889.166.666.666.667,1.338.125,16.7,11,0,1904,1013339,187.893.686.120.834,0.7,NA,50.92,69.38,146.75,23.71,26.71,NA,1.58
1968,2017-02-04,309.166.666.666.667,261.229.166.666.667,582.083.333.333.333,100.674.166.666.667,959.583.333.333.333,15.55,19.2,11.7,0,409,273521,149.531.480.215.413,0.46,NA,22.79,50.71,84.79,35.88,22.38,NA,01.04
1969,2017-02-05,594.375,292.270.833.333.333,512.708.333.333.333,100.308.541.666.667,919.583.333.333.333,134.854.166.666.667,15.9,8.8,0,271,184812,146.635.499.859.316,0.28,NA,8.46,25.29,38.04,58.04,18.58,NA,1
1970,2017-02-06,4.275,271.5,472.916.666.666.667,101.079.166.666.667,140.270.833.333.333,125.958.333.333.333,16.9,8.4,0,2439,1226602,198.842.004.170.872,0.45,NA,21.25,38.67,70.54,50.17,15.71,NA,1
1971,2017-02-07,1.8125,157.625,676.875,1012.65,130.375,143.645.833.333.333,17.2,11.1,0.1,1930,1002968,192.428.871.110.544,0.8,NA,53.54,64.62,146.33,16.12,24.12,NA,02.04
1972,2017-02-08,231.875,236.520.833.333.333,599.166.666.666.667,101.222.708.333.333,146.354.166.666.667,1.136.875,17.4,8.2,9,1792,967672,185.186.716.160.021,0.53,NA,24.29,50.62,87.21,38.21,13.88,NA,1.25
1973,2017-02-09,167.291.666.666.667,219.645.833.333.333,45.875,101.405.416.666.667,158.104.166.666.667,104.479.166.666.667,13.4,7.4,0,1701,929274,183.046.119.874.224,0.59,NA,34.5,63.5,115.67,30.5,18.12,NA,1.21
1974,2017-02-10,118.958.333.333.333,156.104.166.666.667,601.666.666.666.667,101.254.166.666.667,92.75,11.075,13.1,9.3,0,1664,858131,193.909.787.666.452,0.92,NA,68.42,84.92,189.25,22.42,27.17,NA,2.71
1975,2017-02-11,301.458.333.333.333,648.125,761.458.333.333.333,101.121.875,73.375,119.270.833.333.333,13.7,9.3,0,376,258023,145.723.443.258.934,0.62,NA,24.58,52.75,89.79,42.54,23.38,NA,1
1976,2017-02-12,467.291.666.666.667,800.625,855.208.333.333.333,100.928.958.333.333,491.458.333.333.333,134.041.666.666.667,14.1,12.7,0,270,178287,151.441.215.568.157,0.42,NA,9.25,26.38,40.12,73.08,39.42,NA,1
1977,2017-02-13,408.958.333.333.333,922.708.333.333.333,877.916.666.666.667,1009.15,202.708.333.333.333,136.375,14.3,13,8.3,2133,1101872,193.579.653.535.075,0.58,NA,28.2,54.1,96.8,46.65,52.54,NA,01.09
1978,2017-02-14,201.666.666.666.667,138.333.333.333.333,811.041.666.666.667,101.884.166.666.667,162,139.791.666.666.667,16.7,11.7,0.2,1765,886974,198.991.176.742.498,0.67,NA,36.42,59.62,114.79,35.92,33.9,NA,1.54
1979,2017-02-15,225.625,719.583.333.333.333,78.625,102.737.291.666.667,148.083.333.333.333,141.645.833.333.333,16.2,12.8,0,1638,872613,187.712.078.550.285,0.79,NA,40.67,58.25,120.08,38.71,31.21,NA,1.21
1980,2017-02-16,159.166.666.666.667,162.645.833.333.333,81,102.790.208.333.333,136.895.833.333.333,135.791.666.666.667,15.3,12.3,0,1539,816712,188.438.519.331.172,0.68,NA,34.67,59.5,112.12,39.38,34.96,NA,1.62
1981,2017-02-17,124.375,220.875,754.166.666.666.667,102.266.041.666.667,163.229.166.666.667,1.289.375,16.5,10.1,0,1279,691774,184.886.971.756.672,0.72,NA,50.71,68.04,145.25,19.46,35,NA,1.88
1982,2017-02-18,154.166.666.666.667,1.225.625,760.833.333.333.333,101.791.875,148.25,1.220.625,14.3,9.7,0,355,235114,15.099.058.329.151,0.75,NA,71.29,61.67,170.25,30.67,33.29,NA,1.75
1983,2017-02-19,1.7125,106.229.166.666.667,702.916.666.666.667,102.100.625,170.375,13.15,16.1,11.4,0,228,151321,15.067.307.247.507,0.5,NA,13.92,45.46,66.08,55.12,22.25,NA,01.04
1984,2017-02-20,1.8125,2.739.375,58.125,102.086.458.333.333,171.791.666.666.667,140.145.833.333.333,18.5,10.7,0,2150,1088322,197.551.827.492.231,0.5,NA,13.38,46.38,66.42,39.5,27.96,NA,1.17
1985,2017-02-21,1.55,2.115.625,558.958.333.333.333,101.910.416.666.667,171.104.166.666.667,141.854.166.666.667,17.9,9.9,0,1604,854277,187.761.112.613.356,0.79,NA,53.42,71.62,153.04,28.92,33.88,NA,2.12
1986,2017-02-22,117.916.666.666.667,176.25,534.375,101.679.583.333.333,176.854.166.666.667,145.958.333.333.333,18.1,10.8,0,1630,902602,180.589.008.222.893,1.24,NA,132.25,108.83,310.67,16.5,44.58,NA,4.5
1987,2017-02-23,137.083.333.333.333,244.916.666.666.667,503.333.333.333.333,101.108.541.666.667,76.375,156.583.333.333.333,19.5,12.9,0,1490,801824,185.826.315.999.521,01.03,NA,106.75,99.46,262.54,5.83,53.58,NA,3.12
1988,2017-02-24,1.525,129.645.833.333.333,851.041.666.666.667,100.933.958.333.333,199.583.333.333.333,127.104.166.666.667,15.5,11.8,5.4,1263,694049,181.975.624.199.444,0.86,NA,75.88,76.67,192.58,6.12,35.54,NA,1.88
1989,2017-02-25,186.666.666.666.667,221.875,595.625,101.539.791.666.667,188.458.333.333.333,1.179.375,14,8.6,0,374,256919,145.571.172.237.164,0.5,NA,17.04,48.58,74.29,41.21,21.25,NA,1.38
