,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_totals,poblacio_total,incidencia_1000,co,h2s,no,no2,nox,o3,pm10,pm2.5,so2
3474,2021-03-24,169.166.666.666.667,2.093.125,674.166.666.666.667,1.020.175,252.416.666.666.667,138.708.333.333.333,17.5,10.2,0,1673,1014416,164.922.477.563.445,0.21,NA,30.38,52.33,98.67,33.79,34.79,NA,1.5
3475,2021-03-25,1.6875,2.084.375,71.875,101.968.125,239.875,136.625,16.5,10.7,0,1563,931942,167.714.299.816.941,0.33,NA,31.12,48.92,96.29,41.5,36.17,NA,1.46
3476,2021-03-26,214.583.333.333.333,226.270.833.333.333,736.875,101.823.541.666.667,1.574.375,142.854.166.666.667,17,12.4,0,1433,873329,164.084.783.626.789,0.29,NA,6.79,30.29,40.29,76.67,33,NA,1
3477,2021-03-27,180.625,142.479.166.666.667,721.875,102.346.041.666.667,212.5,1.413.125,16.1,13,0,377,273721,137.731.485.709.902,0.25,NA,9.71,26.79,41.21,62.58,24.42,NA,1
3478,2021-03-28,1.3375,1.386.875,672.083.333.333.333,102.693.125,255.229.166.666.667,140.541.666.666.667,15.9,11.3,0,277,192922,143.581.343.755.507,0.26,NA,8.26,29.3,41.65,50.7,25.85,NA,1.13
3479,2021-03-29,1.75,808.333.333.333.333,554.166.666.666.667,102.798.541.666.667,254.395.833.333.333,144.770.833.333.333,17.9,11,0,1838,1068963,17.194.234.038.035,0.36,NA,38.29,52.79,111.04,39.12,29.8,NA,1.5
3480,2021-03-30,1.525,843.125,681.458.333.333.333,102.582.291.666.667,2.543.125,142.604.166.666.667,16.5,11.7,0,1513,902276,16.768.704.919.559,0.33,NA,19.42,47.88,77.58,44.33,28.54,NA,1.17
3481,2021-03-31,123.333.333.333.333,107.958.333.333.333,67.875,102.112.916.666.667,239.479.166.666.667,14.15,17.1,11,0,1483,901824,164.444.503.583.848,0.43,NA,29.42,52.88,97.67,35.54,39.04,NA,1.33
3482,2021-04-01,104.166.666.666.667,118.625,482.708.333.333.333,101.549.583.333.333,241.541.666.666.667,155.083.333.333.333,18.8,10.9,0,1318,813166,162.082.526.814.943,0.39,NA,28,60.83,103.67,39.54,37.71,NA,1.38
3483,2021-04-02,259.375,804.583.333.333.333,538.958.333.333.333,101.031.041.666.667,260.458.333.333.333,164.833.333.333.333,19.3,13.8,0,447,316104,141.409.156.480.146,0.21,NA,4.5,29.42,36.21,73.29,25.75,NA,01.04
3484,2021-04-03,156.875,1.894.375,567.916.666.666.667,100.764.791.666.667,255.729.166.666.667,175.395.833.333.333,22.6,14.2,0,538,401555,13.397.915.603.093,0.28,NA,12.17,41,59.21,60.29,36.29,NA,1.54
3485,2021-04-04,154.791.666.666.667,189.041.666.666.667,55.75,101.252.291.666.667,194.375,156.020.833.333.333,17.5,13.9,0,315,239499,13.152.455.751.381,0.22,NA,4.83,25.46,32.71,63,34.38,NA,1.12
3486,2021-04-05,2.55,195.625,588.333.333.333.333,101.197.916.666.667,260.916.666.666.667,158.229.166.666.667,19,13,0,385,281866,136.589.727.033.413,0.22,NA,6.67,28.67,38.42,59.62,38.08,NA,1.42
3487,2021-04-06,1.9,159.895.833.333.333,653.541.666.666.667,100.803.125,158.145.833.333.333,141.979.166.666.667,16,12,0.4,2209,1257543,175.659.997.312.219,0.34,NA,14.21,35.54,57,49.58,42.25,NA,1
3488,2021-04-07,187.083.333.333.333,144.583.333.333.333,581.875,101.759.583.333.333,155.854.166.666.667,109.770.833.333.333,12.6,9.4,0.1,1629,982281,165.838.492.244.073,0.35,NA,16.46,32.38,57.58,52.5,30.04,NA,1
3489,2021-04-08,246.666.666.666.667,242.958.333.333.333,51.375,102.110.625,284.479.166.666.667,129.916.666.666.667,15.7,10.8,0,1607,975032,164.815.103.504.295,0.27,NA,6.48,25.71,35.67,56.5,32.05,NA,1
3490,2021-04-09,170.208.333.333.333,991.666.666.666.667,666.458.333.333.333,101.799.166.666.667,106.916.666.666.667,130.875,14.4,10.9,0,1464,881469,166.086.385.340.834,0.39,NA,14.88,37.71,60.29,65.08,24.33,NA,1
3491,2021-04-10,111.666.666.666.667,118.666.666.666.667,837.291.666.666.667,101.161.041.666.667,300.833.333.333.333,13.3,14,12.1,0.7,376,285885,131.521.415.953.967,0.34,NA,9.33,41.17,55.33,41.25,21.46,NA,1
3492,2021-04-11,193.958.333.333.333,213.354.166.666.667,866.041.666.666.667,1010.85,997.291.666.666.667,1.388.125,16.6,11.9,0.2,279,216287,128.995.270.173.427,0.22,NA,4.92,24.75,32.29,48.21,21.25,NA,1
3493,2021-04-12,234.583.333.333.333,214.041.666.666.667,694.166.666.666.667,101.950.833.333.333,249.5,12.3125,15.7,8.7,9,1834,1085056,169.023.534.269.199,0.37,NA,10.22,26.65,41.96,54.48,7.85,NA,1.87
3494,2021-04-13,168.125,135.895.833.333.333,643.333.333.333.333,102.033.958.333.333,244.125,131.104.166.666.667,14.8,10.7,0,1424,877863,162.212.099.154.424,0.37,NA,15.3,36.87,60.22,51.87,26.8,NA,3.52
3495,2021-04-14,2.2,101.979.166.666.667,602.916.666.666.667,101.715.625,216.395.833.333.333,130.416.666.666.667,14.3,12.1,0,1295,826700,156.646.909.398.815,0.28,NA,10.71,29.25,45.38,64.46,21.52,NA,03.08
3496,2021-04-15,243.541.666.666.667,958.125,508.333.333.333.333,101.503.125,249.458.333.333.333,131.083.333.333.333,14.7,11.8,0,1254,780652,160.634.956.421.043,0.4,NA,13.08,36.38,55.92,64,24.12,NA,3.46
3497,2021-04-16,2.6875,133.104.166.666.667,522.916.666.666.667,101.397.291.666.667,176.708.333.333.333,12.1875,14.6,9.2,0.5,1210,743627,162.715.985.299.081,0.3,NA,11.96,35.54,53.42,59.5,23.92,NA,03.08
3498,2021-04-17,207.291.666.666.667,189,55.125,101.358.958.333.333,2.263.125,115.104.166.666.667,14.5,8.8,0,314,234490,133.907.629.323.212,0.31,NA,06.08,23.04,31.96,69.04,15.96,NA,3.17
3499,2021-04-18,216.458.333.333.333,244.979.166.666.667,465.833.333.333.333,101.542.083.333.333,291.708.333.333.333,132.791.666.666.667,16.6,9.7,0,219,161211,135.846.809.460.893,0.21,NA,4.33,20,26.17,70.29,23,NA,3.54
3500,2021-04-19,220.833.333.333.333,1.030.625,684.583.333.333.333,101.400.208.333.333,2.854.375,137.541.666.666.667,15.9,11.2,0,1817,1047409,173.475.690.966.948,0.39,NA,13.75,36.88,57.71,63.67,26.43,NA,3.5
3501,2021-04-20,220.208.333.333.333,101.916.666.666.667,77.625,101.134.583.333.333,170.645.833.333.333,144.770.833.333.333,16.2,12.8,0,1465,859835,17.038.152.668.826,0.42,NA,14.14,38.67,59.81,63.5,27.92,NA,2.3
3502,2021-04-21,268.333.333.333.333,803.958.333.333.333,853.125,101.089.166.666.667,1.226.875,13.175,14.3,11.9,5.2,1383,815500,169.589.209.074.188,0.34,NA,13.33,36.38,56.62,77.46,16.92,NA,1
3503,2021-04-22,240.208.333.333.333,864.166.666.666.667,729.583.333.333.333,101.395.833.333.333,207,135.916.666.666.667,16.1,11.4,0,1368,831814,164.459.843.186.097,0.4,NA,13.67,37.83,58.62,68.42,20.79,NA,1
3504,2021-04-23,148.541.666.666.667,117.479.166.666.667,617.916.666.666.667,101.735.208.333.333,314.979.166.666.667,150.458.333.333.333,18.4,11.3,0,1109,692371,160.174.241.844.329,0.5,NA,24.67,46.21,83.71,64.83,25.21,NA,01.08
3505,2021-04-24,139.375,138.75,63.5,101.667.916.666.667,290.375,1.529.375,17.6,12.5,0,382,277491,13.766.212.237.514,0.25,NA,8.58,39.79,52.79,67.21,20.04,NA,1
3506,2021-04-25,261.458.333.333.333,808.958.333.333.333,586.458.333.333.333,10.113.875,228.520.833.333.333,165.895.833.333.333,19.2,14.2,0,268,198232,135.195.124.904.153,0.29,NA,3.67,27.25,32.75,73.08,18.71,NA,1
3507,2021-04-26,224.375,113.895.833.333.333,582.708.333.333.333,100.348.541.666.667,824.791.666.666.667,159.354.166.666.667,18.7,13.7,3,1902,1084357,175.403.487.965.679,0.34,NA,10.67,41.38,57.42,62.46,25.62,NA,1
3508,2021-04-27,144.583.333.333.333,185.895.833.333.333,67.125,100.266.666.666.667,141.375,154.770.833.333.333,17.8,13.4,0,1536,903938,169.923.158.446.708,0.38,NA,19.75,46.29,76.17,46.33,27.96,NA,1
3509,2021-04-28,152.291.666.666.667,1.534.375,793.541.666.666.667,100.337.916.666.667,187.229.166.666.667,156.458.333.333.333,18.1,14.4,0,1440,847397,169.932.156.946.508,0.36,NA,14,42.21,63.54,60.54,23.46,NA,1
3510,2021-04-29,246.875,927.083.333.333.333,855.625,100.455.416.666.667,209.104.166.666.667,158.458.333.333.333,17.1,14.7,0,1344,818877,16.412.721.324.448,0.35,NA,14.33,27.75,49.46,57.5,21.58,NA,1
3511,2021-04-30,218.958.333.333.333,90.125,808.958.333.333.333,100.540.208.333.333,142.979.166.666.667,159.229.166.666.667,18.2,15.2,0,1170,721981,16.205.412.607.811,0.41,NA,17.92,33.08,60.33,48.67,22.71,NA,1
3512,2021-05-01,2.0625,176.333.333.333.333,801.041.666.666.667,100.675.208.333.333,145.875,149.125,17.5,12.3,32.4,274,195816,139.927.278.669.772,0.24,NA,5.92,21.08,29.79,52.88,13.58,NA,1
3513,2021-05-02,218.125,801.875,657.916.666.666.667,101.568.333.333.333,191.645.833.333.333,1.394.375,15.5,12.8,0.7,260,190211,136.690.307.080.032,0.21,NA,5.21,16.83,24.54,70.67,13.21,NA,1
3514,2021-05-03,156.458.333.333.333,139.770.833.333.333,582.291.666.666.667,101.805.208.333.333,312.25,148.916.666.666.667,16.9,11.6,0,1720,983825,17.482.784.031.713,0.42,NA,24.85,43.55,81.35,46.45,17.63,NA,1
3515,2021-05-04,238.541.666.666.667,237.145.833.333.333,525.208.333.333.333,101.341.875,321.041.666.666.667,166.291.666.666.667,20.3,13.1,0,1417,837445,16.920.514.183.021,0.29,NA,9.42,33.12,47.46,60.46,20.33,NA,1.12
3516,2021-05-05,1.875,153.333.333.333.333,729.166.666.666.667,101.183.541.666.667,315.458.333.333.333,171.916.666.666.667,20.4,14.4,0,1319,786888,167.622.329.988.512,0.38,NA,14.62,32.79,55.04,64.92,26.33,NA,01.04
3517,2021-05-06,270.833.333.333.333,202.458.333.333.333,720.416.666.666.667,101.176.875,3.005.625,18.175,21,15.5,0,1254,771057,162.633.890.879.663,0.32,NA,10.33,28.25,43.88,57.17,30.3,NA,1
3518,2021-05-07,192.291.666.666.667,125.520.833.333.333,743.125,101.366.666.666.667,270.25,1.778.125,19.6,15.9,0,1101,666925,165.086.029.163.699,0.39,NA,18.67,33.54,62,47.75,30.42,NA,1
3519,2021-05-08,198.125,175.895.833.333.333,626.458.333.333.333,101.333.958.333.333,325.729.166.666.667,199.958.333.333.333,23.4,16.6,0,294,229827,127.922.306.778.577,0.25,NA,7.79,28.21,40.17,52.96,24.83,NA,1
3520,2021-05-09,260.625,1.139.375,762.916.666.666.667,100.574.166.666.667,232.020.833.333.333,184.520.833.333.333,20.1,16.6,0.1,233,168752,138.072.437.659.998,0.24,NA,5.58,24.17,32.58,56.08,30.83,NA,1
3521,2021-05-10,217.083.333.333.333,229.083.333.333.333,72.875,10.046.375,169.583.333.333.333,182.770.833.333.333,20.8,16.6,2,1581,902743,175.132.900.504.352,0.37,NA,18.71,37.58,66.08,34.38,28.71,NA,1
3522,2021-05-11,340.208.333.333.333,207.375,517.708.333.333.333,100.972.916.666.667,295.458.333.333.333,171.770.833.333.333,22.8,14.7,0,1260,733560,171.765.090.790.119,0.24,NA,8.62,21.38,34.46,57.75,19.38,NA,1
3523,2021-05-12,2.5625,167.729.166.666.667,535.625,101.026.041.666.667,271.416.666.666.667,180.083.333.333.333,22.3,13.4,0,1291,752691,171.517.927.011.217,0.28,NA,14.25,33.71,55.21,48.92,27.5,NA,1
3524,2021-05-13,285.416.666.666.667,2.394.375,523.541.666.666.667,100.853.333.333.333,3.133.125,179.854.166.666.667,22,14.7,0.6,1161,717548,161.801.022.370.629,0.26,NA,09.04,22.25,35.88,56.96,23.79,NA,1
3525,2021-05-14,243.958.333.333.333,168.583.333.333.333,645.416.666.666.667,100.950.833.333.333,241.166.666.666.667,170.958.333.333.333,22.1,15.5,0.1,1172,716445,163.585.481.090.663,0.33,NA,16.75,32,57.46,46.21,26.04,NA,1
3526,2021-05-15,233.958.333.333.333,183.479.166.666.667,587.708.333.333.333,100.865.208.333.333,272.541.666.666.667,192.229.166.666.667,24.2,14.7,0,285,200246,142.324.940.323.402,0.24,NA,9.92,31,46.04,49.33,27.17,NA,1
3527,2021-05-16,203.333.333.333.333,128.854.166.666.667,615.416.666.666.667,10.069.125,189.875,190.875,25.7,16.6,0,235,163858,14.341.686.094.057,0.22,NA,7.88,28.79,40.5,50.46,23.08,NA,1
3528,2021-05-17,2.9875,194.416.666.666.667,712.916.666.666.667,101.419.791.666.667,242.104.166.666.667,171.208.333.333.333,19.1,15.6,0,1611,925398,174.087.257.590.788,0.32,NA,13.65,28.9,49.7,44.1,27.22,NA,1
3529,2021-05-18,2.8375,166.25,772.708.333.333.333,101.440.833.333.333,185.875,178.833.333.333.333,20.4,15.6,0,1255,737904,170.076.324.291.507,0.35,NA,14.08,31.25,52.79,43.92,32.17,NA,1
3530,2021-05-19,289.791.666.666.667,209.458.333.333.333,704.375,101.805.208.333.333,2.855.625,173.083.333.333.333,19.9,15.6,0,1243,757187,164.160.240.468.999,0.3,NA,13.71,30.92,51.92,46.33,26.83,NA,1
3531,2021-05-20,270.625,177.229.166.666.667,721.666.666.666.667,101.905.833.333.333,3.284.375,178.208.333.333.333,21.1,15.2,0.1,1115,694540,160.537.909.983.586,0.36,NA,14.8,30.55,52.9,55.81,28.4,NA,01.05
3532,2021-05-21,256.458.333.333.333,2.239.375,702.916.666.666.667,101.199.375,315.645.833.333.333,188.770.833.333.333,21.5,16.5,0,1002,606557,16.519.469.728.319,0.28,NA,12.86,32.29,51.57,49.45,28.14,NA,1.23
3533,2021-05-22,221.666.666.666.667,127.083.333.333.333,70.375,101.109.166.666.667,253.833.333.333.333,16.975,18.6,15.8,0,294,207595,141.621.908.042.101,0.22,NA,10.54,23.21,38.92,60.96,22.33,NA,1
3534,2021-05-23,161.875,159.770.833.333.333,650.833.333.333.333,101.453.125,127.083.333.333.333,162.916.666.666.667,17.3,15.6,0,250,164241,15.221.534.208.876,0.2,NA,8.83,29.25,42.62,49.17,23.04,NA,1.33
3535,2021-05-24,325.208.333.333.333,212.104.166.666.667,63.875,101.403.541.666.667,324.854.166.666.667,186.520.833.333.333,22.6,15.1,0.3,345,257496,13.398.266.380.837,0.2,NA,5.29,17.96,25.75,56.58,25.04,NA,2
3536,2021-05-25,1.9875,194.125,660.416.666.666.667,102.113.541.666.667,159.020.833.333.333,168.645.833.333.333,18.3,15.7,0,1632,935683,174.418.045.427.778,0.33,NA,15.71,30.67,54.29,55.18,33.75,NA,1.5
3537,2021-05-26,197.083.333.333.333,200.041.666.666.667,66.375,101.660.833.333.333,296.520.833.333.333,178.145.833.333.333,20.4,15.2,0,1352,805622,167.820.640.449.243,0.34,NA,22.54,36.75,71.25,54,37.58,NA,3.17
3538,2021-05-27,188.333.333.333.333,1.954.375,690.625,101.381.041.666.667,3.284.375,19.4,22.1,16.8,0,1218,720009,169.164.552.109.765,0.34,NA,19.42,43.42,73.08,43.29,35.88,NA,3.12
3539,2021-05-28,194.375,178.041.666.666.667,669.791.666.666.667,10.135.875,338.479.166.666.667,20,22.7,17.2,0,1080,680880,158.618.258.724.004,0.37,NA,28.46,54.12,97.46,42.46,40.5,NA,2.29
3540,2021-05-29,154.375,206.729.166.666.667,459.166.666.666.667,101.438.333.333.333,335.875,23.4,27.6,18.2,0,340,247301,137.484.280.290.011,0.24,NA,23.11,50.11,85.42,40.06,35.3,NA,2
3541,2021-05-30,181.875,1.471.875,573.333.333.333.333,10.141.375,277.645.833.333.333,224.083.333.333.333,24.9,20.3,0,222,160025,138.728.323.699.422,0.3,NA,NA,NA,NA,107,27.17,NA,1.71
3542,2021-05-31,171.458.333.333.333,158.958.333.333.333,606.666.666.666.667,101.250.416.666.667,269.416.666.666.667,213.604.166.666.667,23.1,20,0,1505,874266,172.144.404.563.371,0.65,NA,19.67,46,76.17,59.82,26.5,NA,02.04
3543,2021-06-01,177.083.333.333.333,106.083.333.333.333,792.291.666.666.667,1009.4,200.875,2.039.375,21.9,19.1,1.6,1253,763187,164.179.945.413.116,0.37,NA,26.71,46.71,87.42,42.71,29.04,NA,1.62
3544,2021-06-02,249.375,770.416.666.666.667,81.375,1.012.275,3.223.125,207.916.666.666.667,22.7,18.9,0,1207,721706,167.242.616.799.639,0.3,NA,13.75,28.46,49.33,52.04,25.92,NA,1
3545,2021-06-03,280.833.333.333.333,869.166.666.666.667,807.291.666.666.667,101.662.291.666.667,2.839.375,208.520.833.333.333,22.6,19.5,0,1179,709696,166.127.468.662.639,0.31,NA,12.48,28.33,47.14,66.83,26.36,NA,1
3546,2021-06-04,2.8625,833.125,803.541.666.666.667,1017.65,231.791.666.666.667,209.583.333.333.333,22.6,20,0,1054,627036,168.092.422.125.683,0.3,NA,15.62,32.12,55.71,59.12,27,NA,1.5
3547,2021-06-05,186.458.333.333.333,185.645.833.333.333,674.791.666.666.667,101.828.958.333.333,295.520.833.333.333,209.270.833.333.333,22.2,19,0,302,222286,135.861.007.890.735,0.24,NA,10.83,26.21,42.67,60.5,22.04,NA,1.46
3548,2021-06-06,248.958.333.333.333,229.875,538.333.333.333.333,101.602.083.333.333,311.479.166.666.667,224.645.833.333.333,26.4,19.4,1.1,216,143706,150.306.876.539.602,0.22,NA,5.83,24.92,33.62,56.38,24.33,NA,1.25
3549,2021-06-07,187.916.666.666.667,196.729.166.666.667,61.375,101.652.083.333.333,3.543.125,219.270.833.333.333,25.9,19.3,0,1465,840448,174.311.795.613.768,0.3,NA,12,35.29,53.54,54.62,27.33,NA,1.71
3550,2021-06-08,201.666.666.666.667,214.166.666.666.667,65.125,101.635.833.333.333,351.5,2.263.125,25.8,18.9,0,1189,675485,17.602.167.331.621,0.4,NA,23.79,44.17,80.38,42.62,36,NA,2.88
3551,2021-06-09,157.291.666.666.667,196.020.833.333.333,541.875,101.620.625,327.395.833.333.333,2.430.625,27.5,20.4,0,1120,669359,167.324.260.972.064,0.35,NA,23.46,51.75,87.29,39.67,31.05,NA,2.42
3552,2021-06-10,212.916.666.666.667,202.729.166.666.667,435.208.333.333.333,101.482.916.666.667,341.479.166.666.667,257.520.833.333.333,29.7,21.7,0,1110,642665,172.718.290.244.529,0.33,NA,25.54,56.38,95.08,47.54,37.24,NA,2.33
3553,2021-06-11,1.325,178.458.333.333.333,400.208.333.333.333,1.013.675,2.866.875,262.583.333.333.333,29.1,22.8,0,1090,652080,167.157.403.999.509,0.39,NA,26.46,68.96,109.25,52.33,37.33,NA,3.12
3554,2021-06-12,163.541.666.666.667,1.991.875,38.375,101.601.458.333.333,344.604.166.666.667,274.125,30.4,23.2,0,337,246293,136.828.898.913.083,0.25,NA,10.88,45.71,62.12,71.25,30.64,NA,2.21
3555,2021-06-13,207.708.333.333.333,197.645.833.333.333,402.708.333.333.333,101.591.458.333.333,346.625,2.785.625,30.2,25,0,237,161837,14.644.364.391.332,0.22,NA,6.21,35.29,44.25,80.62,30.61,NA,2.75
3556,2021-06-14,198.333.333.333.333,186.645.833.333.333,419.166.666.666.667,101.351.041.666.667,343.145.833.333.333,279.354.166.666.667,30.6,26,0,1463,825027,177.327.529.886.901,0.36,NA,20.92,64.38,96.17,64.71,37.32,NA,3.17
3557,2021-06-15,150.625,168.833.333.333.333,42.5,10.127.875,334.291.666.666.667,278.041.666.666.667,31.5,24.4,0,1143,685191,166.814.800.544.666,0.32,NA,22.46,70.88,105.04,51.21,40,NA,3.42
3558,2021-06-16,218.958.333.333.333,1.150.625,555.833.333.333.333,100.939.375,261.5,262.145.833.333.333,28.8,24.6,0,1107,671400,164.879.356.568.365,0.33,NA,16.32,53.86,78.64,52.95,29.67,NA,2.86
3559,2021-06-17,329.583.333.333.333,1.026.875,786.041.666.666.667,100.712.916.666.667,136.416.666.666.667,244.083.333.333.333,25.5,23.3,0,1105,705999,156.515.802.430.315,0.3,NA,11.12,33.79,50.42,65.12,38.92,NA,1.79
3560,2021-06-18,208.125,156.395.833.333.333,717.291.666.666.667,101.016.041.666.667,309.75,245.604.166.666.667,27,22.3,0,977,600443,162.713.196.756.395,0.32,NA,19.38,41.75,71.12,52.79,45.58,NA,1.67
3561,2021-06-19,164.375,165.583.333.333.333,735.208.333.333.333,101.043.333.333.333,1.760.625,246.875,26.1,23.1,0,357,242614,14.714.732.043.493,0.25,NA,10.12,34.04,49.17,49.83,45.54,NA,1.62
3562,2021-06-20,241.666.666.666.667,237.770.833.333.333,552.083.333.333.333,100.514.583.333.333,208.854.166.666.667,254.104.166.666.667,28.2,23.8,0,272,188253,14.448.640.924.713,0.2,NA,6.25,28.17,37.42,47.67,50.58,NA,1.58
3563,2021-06-21,313.125,250.208.333.333.333,504.375,100.484.583.333.333,338.770.833.333.333,258.354.166.666.667,29.5,22.7,0,1528,848332,180.118.161.285.912,0.26,NA,13.62,30.79,51.54,47.38,37.62,NA,1.46
3564,2021-06-22,234.166.666.666.667,138.770.833.333.333,60.75,100.950.208.333.333,328.583.333.333.333,230.958.333.333.333,24.5,21.7,0,1317,754077,174.650.599.341.977,0.31,NA,18.71,36.17,64.5,49.33,28.17,NA,1.67
3565,2021-06-23,232.708.333.333.333,200.5,579.583.333.333.333,101.310.833.333.333,211.958.333.333.333,2.216.875,25.3,18.4,1.1,1220,714285,170.800.170.800.171,0.27,NA,15.25,35.42,58.5,44.67,46.17,NA,2.62
3566,2021-06-24,02.05,161.729.166.666.667,554.583.333.333.333,101.674.791.666.667,358.645.833.333.333,22.175,24.5,18.9,0,385,281027,13.699.751.269.451,0.21,NA,5.46,20.08,28.38,62.46,60.22,NA,3.79
3567,2021-06-25,239.166.666.666.667,190.375,686.875,101.579.583.333.333,354.833.333.333.333,2.310.625,25.8,20.4,0,1537,846543,181.561.952.552.912,0.24,NA,10.54,26.71,42.46,56.54,22.38,NA,1.12
3568,2021-06-26,2.2375,210.625,636.041.666.666.667,101.249.583.333.333,309.25,241.875,27.3,21.6,0,665,424200,156.765.676.567.657,0.23,NA,07.08,26.62,37.5,57.38,22.58,NA,01.08
3569,2021-06-27,186.666.666.666.667,197.083.333.333.333,666.666.666.666.667,100.978.333.333.333,3.401.875,244.083.333.333.333,27.2,22.1,0,642,430111,149.263.794.694.858,0.21,NA,6.67,22.29,32.33,60.75,21.12,NA,1.33
3570,2021-06-28,2.4875,125.041.666.666.667,702.708.333.333.333,100.987.291.666.667,3.271.875,238.333.333.333.333,26.4,21.9,0,2722,1142568,238.235.273.524.202,0.32,NA,16.92,37.96,63.54,46,24.96,NA,1.29
3571,2021-06-29,257.916.666.666.667,140.583.333.333.333,665.416.666.666.667,101.294.583.333.333,260.708.333.333.333,233.916.666.666.667,25.1,22.4,0,2645,1072876,246.533.616.186.773,0.36,NA,20.12,34.38,65.04,49.54,25.25,NA,1.33
3572,2021-06-30,234.583.333.333.333,178.270.833.333.333,643.541.666.666.667,101.403.958.333.333,237.958.333.333.333,234.333.333.333.333,25.3,22.3,0,3125,1155351,270.480.572.570.587,0.34,NA,19.04,33.75,62.5,52.75,24.75,NA,01.08
3573,2021-07-01,236.041.666.666.667,222.916.666.666.667,694.583.333.333.333,101.331.458.333.333,321.791.666.666.667,24.775,27.3,22.7,0,3199,1164550,274.698.381.349.019,0.32,NA,14.21,34.71,56.46,52.08,30.12,NA,1
3574,2021-07-02,216.458.333.333.333,236.333.333.333.333,605.208.333.333.333,1012.35,3.445.625,257.625,29.2,22.5,0,2948,1151079,256.107.530.412.769,0.27,NA,13.5,35.79,56.04,53.67,29.04,NA,1.21
3575,2021-07-03,1.925,209.604.166.666.667,706.458.333.333.333,10.104.375,295.479.166.666.667,255.375,28.8,23,0,1264,634094,199.339.530.101.215,0.22,NA,7.5,26.42,37.67,55.92,32.12,NA,1
3576,2021-07-04,221.041.666.666.667,1.619.375,684.791.666.666.667,100.993.541.666.667,263.270.833.333.333,247.958.333.333.333,28.3,23.1,0,914,529417,172.642.737.199.599,0.2,NA,5.12,23.04,30.79,58.58,25.75,NA,1
3577,2021-07-05,223.958.333.333.333,235.166.666.666.667,642.708.333.333.333,100.964.166.666.667,345.104.166.666.667,257.895.833.333.333,28.7,22.8,0,4273,1419156,301.094.453.322.961,0.27,NA,11.86,31.32,49.14,52.13,21.16,NA,1
3578,2021-07-06,234.166.666.666.667,1.664.375,755.625,100.719.166.666.667,278.708.333.333.333,256.208.333.333.333,27.8,24.3,0,3734,1269603,294.107.685.630.863,0.33,NA,13.71,30.38,51.17,55.29,30.5,NA,1
3579,2021-07-07,1.9125,173.666.666.666.667,578.958.333.333.333,101.111.041.666.667,213.104.166.666.667,250.229.166.666.667,26.6,23.8,0,3945,1328376,296.979.168.548.664,0.35,NA,16.29,36.21,60.71,45.25,25.79,NA,1
3580,2021-07-08,253.125,1.353.125,624.166.666.666.667,101.721.666.666.667,318.458.333.333.333,235.916.666.666.667,26.4,20.7,0,3819,1329172,287.321.731.122.834,0.3,NA,16.62,39.62,65.12,51.5,29.96,NA,1.33
